user_pseudo_id,event_time,platform,action,action_group,source,medium,staytime,has_shared,revisit_count
user_017,2024-09-01 12:00:00,iOS,瀏覽商品頁,挑選預約顧問,Email,CPC,70,0,1
user_017,2024-09-01 12:03:00,iOS,保存試算結果,立即投保,Google,Referral,22,0,3
user_020,2024-09-01 12:06:00,iOS,瀏覽商品頁,立即投保,Facebook,Referral,49,1,4
user_016,2024-09-01 12:09:00,iOS,點擊優惠,試算壽險方案,Direct,CPC,110,0,5
user_014,2024-09-01 12:12:00,iOS,預約顧問,保存與分享試算結果,Direct,CPC,16,0,2
user_020,2024-09-01 12:15:00,iOS,完成投保,好康優惠,Google,Referral,34,1,0
user_012,2024-09-01 12:18:00,Web,瀏覽商品頁,試算壽險方案,Google,Referral,112,0,4
user_017,2024-09-01 12:21:00,Web,檢視試算結果,商品資訊頁,Direct,Organic,119,1,0
user_018,2024-09-01 12:24:00,iOS,保存試算結果,我的保險試算結果,Email,Referral,24,0,4
user_017,2024-09-01 12:27:00,iOS,預約顧問,挑選預約顧問,Facebook,Organic,55,1,3
user_017,2024-09-01 12:30:00,Android,完成投保,挑選預約顧問,Direct,Organic,7,1,0
user_012,2024-09-01 12:33:00,Web,完成投保,商品資訊頁,Direct,CPC,73,0,4
user_019,2024-09-01 12:36:00,Web,檢視試算結果,挑選預約顧問,Direct,Referral,64,0,5
user_019,2024-09-01 12:39:00,Android,立即投保,商品資訊頁,Google,Referral,15,1,4
user_018,2024-09-01 12:42:00,iOS,立即投保,我的保險試算結果,Facebook,CPC,49,0,4
user_011,2024-09-01 12:45:00,Android,檢視試算結果,完成網路投保,Google,Organic,8,1,1
user_016,2024-09-01 12:48:00,Android,完成投保,完成網路投保,Google,CPC,68,1,1
user_013,2024-09-01 12:51:00,Web,點擊優惠,挑選預約顧問,Email,Referral,12,1,1
user_011,2024-09-01 12:54:00,Android,進入試算,立即投保,Email,CPC,24,1,3
user_015,2024-09-01 12:57:00,Android,點擊優惠,立即投保,Google,CPC,31,1,3
user_019,2024-09-01 13:00:00,Android,檢視試算結果,完成網路投保,Direct,Organic,77,1,5
user_019,2024-09-01 13:03:00,Web,保存試算結果,我的保險試算結果,Google,CPC,49,0,4
user_015,2024-09-01 13:06:00,iOS,檢視試算結果,保存與分享試算結果,Direct,Organic,7,0,5
user_019,2024-09-01 13:09:00,iOS,檢視試算結果,其他,Google,Referral,49,0,2
user_017,2024-09-01 13:12:00,Web,進入試算,其他,Facebook,Referral,44,0,2
user_018,2024-09-01 13:15:00,iOS,保存試算結果,我的保險試算結果,Facebook,Referral,37,0,2
user_017,2024-09-01 13:18:00,Android,進入試算,挑選預約顧問,Google,CPC,11,1,0
user_017,2024-09-01 13:21:00,Web,預約顧問,立即投保,Google,Organic,63,0,3
user_012,2024-09-01 13:24:00,iOS,預約顧問,完成網路投保,Email,Referral,75,0,0
user_011,2024-09-01 13:27:00,iOS,瀏覽商品頁,挑選預約顧問,Email,Organic,19,0,0
user_014,2024-09-01 13:30:00,Android,進入試算,保存與分享試算結果,Google,CPC,91,1,0
user_011,2024-09-01 13:33:00,Web,點擊優惠,商品資訊頁,Email,Referral,10,0,1
user_013,2024-09-01 13:36:00,Android,進入試算,我的保險試算結果,Direct,CPC,42,1,5
user_015,2024-09-01 13:39:00,Android,保存試算結果,立即投保,Google,Referral,92,1,3
user_014,2024-09-01 13:42:00,iOS,立即投保,試算壽險方案,Email,Referral,37,0,1
user_017,2024-09-01 13:45:00,iOS,點擊優惠,其他,Facebook,CPC,31,1,4
user_015,2024-09-01 13:48:00,iOS,完成投保,立即投保,Facebook,Organic,44,0,0
user_020,2024-09-01 13:51:00,iOS,瀏覽商品頁,商品資訊頁,Google,CPC,39,0,0
user_014,2024-09-01 13:54:00,iOS,完成投保,其他,Google,CPC,105,0,3
user_011,2024-09-01 13:57:00,Web,預約顧問,我的保險試算結果,Email,Referral,51,0,5
user_013,2024-09-01 14:00:00,Web,立即投保,立即投保,Facebook,Organic,84,1,0
user_018,2024-09-01 14:03:00,Android,預約顧問,立即投保,Direct,Organic,88,0,5
user_012,2024-09-01 14:06:00,iOS,進入首頁,我的保險試算結果,Email,Referral,58,1,1
user_014,2024-09-01 14:09:00,iOS,保存試算結果,試算壽險方案,Email,CPC,22,0,4
user_018,2024-09-01 14:12:00,Android,立即投保,我的保險試算結果,Google,CPC,12,0,5
user_016,2024-09-01 14:15:00,Android,完成投保,商品資訊頁,Email,Organic,54,0,1
user_020,2024-09-01 14:18:00,Web,保存試算結果,立即投保,Facebook,Referral,101,0,3
user_017,2024-09-01 14:21:00,Web,進入試算,保存與分享試算結果,Facebook,Referral,65,1,3
user_016,2024-09-01 14:24:00,iOS,立即投保,保存與分享試算結果,Direct,Referral,118,1,4
user_015,2024-09-01 14:27:00,Android,進入首頁,挑選預約顧問,Google,CPC,78,0,3
user_018,2024-09-01 14:30:00,Android,立即投保,立即投保,Direct,Referral,77,0,0
user_014,2024-09-01 14:33:00,Android,進入首頁,其他,Email,CPC,90,0,4
user_015,2024-09-01 14:36:00,Web,進入試算,好康優惠,Email,Organic,70,0,4
user_016,2024-09-01 14:39:00,Android,點擊優惠,試算壽險方案,Email,CPC,98,0,1
user_016,2024-09-01 14:42:00,Web,點擊優惠,挑選預約顧問,Facebook,Organic,114,1,4
user_015,2024-09-01 14:45:00,Web,保存試算結果,完成網路投保,Email,Referral,98,1,3
user_011,2024-09-01 14:48:00,Web,立即投保,其他,Email,CPC,61,1,0
user_011,2024-09-01 14:51:00,Android,瀏覽商品頁,挑選預約顧問,Google,CPC,69,1,4
user_017,2024-09-01 14:54:00,iOS,進入首頁,好康優惠,Google,CPC,76,1,2
user_020,2024-09-01 14:57:00,Web,保存試算結果,完成網路投保,Email,Referral,71,1,3
